Document No.,Amount
PBZ-24-00832_1,1196.0
PBZ-24-00844_1,7089.0
PBZ-24-00861_1,13121.5
PBZ-24-00868_1,-443.4
PBZ-24-00905_1,-2265766.0
PBZ-24-00770_1,9679051.0
PBZ-24-00907_1,1158966.0
PBZ-24-01026_1,4656.6
PBZ-24-01283_1,35526.48
SZPBZ24+00174_1,33485.4
SZPBZ24+00208_1,7619800.0
SZPBZ24+00254_1,3663.0
SZPBZ24+00278_1,27491214.0
SZPBZ24+00351_1,927447.95
SZPBZ24+00410_1,642340.18
MISC03-24-000010_1,-206.2
SZPBZ24+00441_1,1097.36
SZPBZ24+00455_1,2758320.0
SZPBZ24+00478_1,20080.0
PBZ-24-00764_1,864388.88
PBZ-24-00778_1,13554.2
PBZ-24-00794_1,4980889.0
PBZ-24-00795_1,3211195.0
PBZ-24-00797_1,1271359.0
PBZ-24-00798_1,3148965.0
PBZ-24-00799_1,1028807.0
PBZ-24-00842_1,5594.4
PBZ-24-00874_1,90000.0
PBZ-24-00875_1,18373.5
PBZ-24-00876_1,90000.0
PBZ-24-00753_1,904230.76
PBZ-24-00754_1,938379.56
PBZ-24-00840_1,18233.2
PBZ-24-00841_1,8744.4
PBZ-24-01274_1,963058.88
PBZ-24-01284_1,41263.24
PBZ-24-01307_1,41258.86
PBZ-24-01308_1,41265.02
PBZ-24-01311_1,47426.83
SZPBZ24+00143_1,722657.86
SZPBZ24+00172_1,18373.5
SZPBZ24+00324_1,2528500.0
SZPBZ24+00362_1,4088452.0
SZPBZ24+00367_1,9210.6
SZPBZ24+00368_1,80789.4
SZPBZ24+00365_1,90000.0
SZPBZ24+00394_1,162729.0
SZPBZ24+00407_1,28047.48
PBZ-24-00736_1,17636.8
PBZ-24-00765_1,785986.24
PBZ-24-00767_1,341561.97
PBZ-24-00779_1,5538015.0
PBZ-24-00782_1,7977797.0
PBZ-24-00784_1,8785695.0
PBZ-24-00796_1,5198899.0
PBZ-24-00801_1,3021912.0
PBZ-24-00802_1,9528200.0
PBZ-24-00804_1,10624551.0
PBZ-24-00803_1,2781788.0
PBZ-24-00737_1,4934.16
PBZ-24-00744_1,4957.92
PBZ-24-00819_1,13950.3
PBZ-24-00824_1,63261.0
PBZ-24-00835_1,9810.88
PBZ-24-00837_1,36996.7
PBZ-24-00853_1,776.4
PBZ-24-00854_1,1450.08
PBZ-24-00857_1,9891.9
PBZ-24-00862_1,139535.22
PBZ-24-00845_1,5326.8
PBZ-24-00881_1,-1098.27
PBZ-24-01266_1,718012.75
SZPBZ24+00129_1,718016.35
SZPBZ24+00193_1,15314040.0
SZPBZ24+00282_1,98127.9
SZPBZ24+00403_1,60082.2
SZPBZ24+00422_1,4262.46
SZPBZ24+00472_1,5211.0
SZPBZ24+00490_1,776.4
PBZ-24-00766_1,722657.86
PBZ-24-00768_1,282241.83
PBZ-24-00777_1,25128078.0
PBZ-24-00793_1,4293.87
PBZ-24-00805_1,2647267.0
PBZ-24-00806_1,2606571.0
PBZ-24-00807_1,2668163.0
PBZ-24-00808_1,3311642.0
PBZ-24-00809_1,2694635.0
PBZ-24-00810_1,2684907.0
PBZ-24-00811_1,3028865.0
PBZ-24-00812_1,762787.0
PBZ-24-00813_1,2203907.0
PBZ-24-00814_1,6082866.0
PBZ-24-00820_1,14148.54
PBZ-24-00827_1,12761.28
PBZ-24-00879_1,282237.17
PBZ-24-00742_1,2425.0
PBZ-24-00743_1,4934.16
PBZ-24-00755_1,5001.48
PBZ-24-00756_1,4997.52
PBZ-24-00757_1,4922.28
PBZ-24-00826_1,29597.28
PBZ-24-00833_1,22168.32
PBZ-24-00838_1,132980.4
PBZ-24-00847_1,6461.28
PBZ-24-00848_1,4894.48
PBZ-24-00849_1,9266.4
PBZ-24-00850_1,19546.8
PBZ-24-00851_1,18159.6
PBZ-24-00855_1,4251.6
PBZ-24-00856_1,30558.75
PBZ-24-00858_1,8193.9
PBZ-24-00843_1,11473.41
PBZ-24-00878_1,-282241.83
PBZ-24-00880_1,-907.52
PBZ-24-00772_1,2959259.0
PBZ-24-01309_1,45551.02
SZPBZ24+00095_1,900526.26
SZPBZ24+00107_1,786049.87
SZPBZ24+00169_1,4836.42
SZPBZ24+00223_1,5359088.0
SZPBZ24+00345_1,45567.77
SZPBZ24+00313_1,12761.28
SZPBZ24+00266_1,623803.8
SZPBZ24+00435_1,4789278.0
SZPBZ24+00444_1,4869.12
PBZ-24-00773_1,58457821.0
PBZ-24-00786_1,15012848.0
PBZ-24-00787_1,10192830.0
PBZ-24-00789_1,3255340.0
PBZ-24-00790_1,13575152.0
PBZ-24-00791_1,8466087.0
PBZ-24-00792_1,13694581.0
PBZ-24-00800_1,5487741.0
PBZ-24-00815_1,372552.0
PBZ-24-00816_1,9850374.0
PBZ-24-00817_1,61405.2
PBZ-24-00818_1,43898.4
PBZ-24-00863_1,419100.0
PBZ-24-00877_1,104964.8
PBZ-24-00758_1,4815.36
PBZ-24-00759_1,4926.24
PBZ-24-00761_1,4930.2
PBZ-24-00762_1,4759.92
PBZ-24-00763_1,4942.08
PBZ-24-00822_1,22763.56
PBZ-24-00828_1,14313.0
PBZ-24-00830_1,53753.04
PBZ-24-00831_1,10251.0
PBZ-24-00834_1,10679.04
PBZ-24-00836_1,9471.76
PBZ-24-00839_1,46011.0
PBZ-24-00846_1,19646.0
PBZ-24-00852_1,24862.5
PBZ-24-00859_1,5700.96
PBZ-24-00860_1,18060.0
PBZ-24-01024_1,-14313.0
PBZ-24-00771_1,33833.66
PBZ-24-00870_1,2288.96
PBZ-24-01025_1,9656.4
PBZ-24-01273_1,1021588.0
PBZ-24-01303_1,5.07
SZPBZ24+00277_1,291868.2
SZPBZ24+00369_1,57810.2
SZPBZ24+00370_1,29943.8
SZPBZ24+00371_1,17210.8
SZPBZ24+00491_1,293348.0
PBZ-24-01267_1,719496.8
SZPBZ24+00115_1,864504.47
SIPBZ24+01060_1,3.61
SZPBZ24+00513_1,719500.41
PBZ-24-00982_1,728669.57
PBZ-24-01287_1,33522.65
SZPBZ24+00151_1,728669.57
PBZ-24-00769_1,18220.8
PBZ-24-00869_1,900526.26
PBZ-24-00871_1,3444875.0
PBZ-24-00917_1,6514.2
PBZ-24-00918_1,32602.5
PBZ-24-00922_1,4617.6
PBZ-24-00929_1,2785562.0
PBZ-24-00942_1,2717231.0
PBZ-24-00970_1,1197305.0
PBZ-24-00864_1,16643.35
PBZ-24-00964_1,14478.5
PBZ-24-01285_1,41089.83
SZPBZ24+00144_1,729492.56
SZPBZ24+00308_1,38966.29
SZPBZ24+00316_1,6460608.0
SZPBZ24+00317_1,6553998.0
SZPBZ24+00427_1,132980.4
SIPBZ24+00002_2,58883.84
PBZ-24-00866_1,4946.04
PBZ-24-00867_1,5000.0
PBZ-24-00920_1,30538.8
PBZ-24-00926_1,18610.1
PBZ-24-00937_1,18612.4
PBZ-24-00951_1,3303999.0
PBZ-24-00972_1,6772.4
PBZ-24-00978_1,927447.95
PBZ-24-00995_1,9185091.0
PBZ-24-01005_1,741634.58
PBZ-24-00949_1,6531.36
PBZ-24-00865_1,4946.04
PBZ-24-00927_1,4226.4
PBZ-24-01031_1,68147.82
PBZ-24-01032_1,66599.56
PBZ-24-01033_1,218400.44
PBZ-24-00906_1,5985817.0
PBZ-24-00952_1,146063.0
PBZ-24-00955_1,0.0
SIPBZ24+00003_1,-58883.84
PBZ-24-01310_1,33839.81
SZPBZ24+00039_1,14584.0
SZPBZ24+00221_1,303600.0
SZPBZ24+00270_1,2827510.0
SZPBZ24+00311_1,713129.4
SZPBZ24+00331_1,24710.4
SZPBZ24+00355_1,806833.0
SZPBZ24+00440_1,283500.0
SCPBZ24+00086_1,-250.0
PBZ-24-00872_1,14947.9
PBZ-24-00873_1,10773.2
PBZ-24-00913_1,14601.64
PBZ-24-00924_1,28519.92
PBZ-24-00930_1,12569.76
PBZ-24-00931_1,5937776.0
PBZ-24-00935_1,8808.96
PBZ-24-00936_1,23961.6
PBZ-24-00940_1,19624.8
PBZ-24-00947_1,5647.76
PBZ-24-00948_1,16623.2
PBZ-24-00950_1,1168.0
PBZ-24-00969_1,7641697.0
PBZ-24-00973_1,3467354.0
PBZ-24-00974_1,9770936.0
PBZ-24-00976_1,1331554.0
PBZ-24-00977_1,2662987.0
PBZ-24-00979_1,2182317.0
PBZ-24-00980_1,864504.47
PBZ-24-00990_1,7888897.0
PBZ-24-00991_1,2602502.0
PBZ-24-00996_1,3321787.0
PBZ-24-00943_1,19255.04
PBZ-24-00961_1,9141.96
PBZ-24-00965_1,10496.55
PBZ-24-00966_1,9839.7
PBZ-24-01255_1,24167.96
PBZ-24-00909_1,5951214.0
PBZ-24-01286_1,41270.54
SZPBZ24+00096_1,898526.5
SZPBZ24+00156_1,729407.85
SZPBZ24+00279_1,48201.96
SZPBZ24+00322_1,16623.2
SZPBZ24+00361_1,4167720.0
SZPBZ24+00383_1,6885680.0
SZPBZ24+00399_1,32218.4
SZPBZ24+00421_1,23328377.0
SZPBZ24+00471_1,9141.96
PBZ-24-00894_1,4922.28
PBZ-24-00895_1,4926.24
PBZ-24-00896_1,4922.28
PBZ-24-00912_1,2188714.0
PBZ-24-00919_1,115371.0
PBZ-24-00923_1,23236.2
PBZ-24-00925_1,39640.34
PBZ-24-00928_1,11335.32
PBZ-24-00944_1,9013709.0
PBZ-24-00954_1,18220.8
PBZ-24-00956_1,4262.4
PBZ-24-00957_1,18270.0
PBZ-24-00959_1,19922.7
PBZ-24-00963_1,1107.4
PBZ-24-00981_1,6965362.0
PBZ-24-00983_1,1318062.0
PBZ-24-00985_1,2475052.0
PBZ-24-00986_1,9924166.0
PBZ-24-00987_1,2707757.0
PBZ-24-00988_1,2631415.0
PBZ-24-00989_1,2666390.0
PBZ-24-00997_1,3426470.0
PBZ-24-00984_1,8308259.0
PBZ-24-00882_1,44082.92
PBZ-24-00915_1,29009.72
PBZ-24-00886_1,-44082.92
PBZ-24-00888_1,-44082.92
PBZ-24-01161_1,-44082.92
PBZ-24-00887_1,44082.92
PBZ-24-00889_1,44082.92
PBZ-24-01162_1,47885.6
SZPBZ24+00003_1,47882.08
SZPBZ24+00007_1,178632.0
SZPBZ24+00025_1,5900650.0
SZPBZ24+00227_1,3524.08
SZPBZ24+00357_1,777919.67
SZPBZ24+00446_1,8514.0
SZPBZ24+00483_1,19120.78
PBZ-24-00893_1,4637.16
PBZ-24-00897_1,4930.2
PBZ-24-00898_1,4926.24
PBZ-24-00899_1,4755.96
PBZ-24-00900_1,16389.35
PBZ-24-00910_1,66918764.0
PBZ-24-00911_1,3294565.0
PBZ-24-00914_1,9865233.0
PBZ-24-00916_1,48184.5
PBZ-24-00921_1,14722.5
PBZ-24-00932_1,5188725.0
PBZ-24-00933_1,10288.0
PBZ-24-00938_1,27131.76
PBZ-24-00941_1,19105.06
PBZ-24-00946_1,13105.95
PBZ-24-00958_1,19896950.0
PBZ-24-00960_1,23159.4
PBZ-24-00967_1,13707191.0
PBZ-24-00968_1,8144828.0
PBZ-24-00975_1,5435422.0
PBZ-24-00993_1,3183484.0
PBZ-24-01006_1,191828.7
PBZ-24-01015_1,770207.48
PBZ-24-00939_1,25622778.0
PBZ-24-00945_1,12689408.0
PBZ-24-00971_1,4193210.0
PBZ-24-00992_1,2942234.0
PBZ-24-01022_1,14679.0
PBZ-24-00934_1,11653.44
PBZ-24-00994_1,2200.28
PBZ-24-00908_1,34178.29
PBZ-24-00953_1,2286.2
PBZ-24-01028_1,4250.0
PBZ-24-01029_1,-4250.0
PBZ-24-01030_1,4250.0
PBZ-24-01276_1,806829.05
PBZ-24-01291_1,37022.56
SZPBZ24+00124_1,770207.48
SZPBZ24+00184_1,53322648.0
SZPBZ24+00219_1,15084760.0
SZPBZ24+00300_1,25675380.0
SZPBZ24+00343_1,64244.48
SZPBZ24+00344_1,2506680.0
SZPBZ24+00428_1,14729.4
SZPBZ24+00437_1,23159.4
SZPBZ24+00504_1,14679.0
SIPBZ24+01063_1,46058.31
PBZ-24-00962_1,7137781.0
SZPBZ24+00116_1,708686.5
SZPBZ24+00117_1,864008.82
PBZ-24-01003_1,777919.67
PBZ-24-01002_1,708686.5
PBZ-24-01275_1,1025160.4
PBZ-24-01289_1,33833.68
PBZ-24-01290_1,33831.95
PBZ-24-01304_1,5.08
SZPBZ24+00469_1,807216.91
PBZ-24-00901_1,18337.6
PBZ-24-00902_1,15170.15
PBZ-24-01004_1,898526.5
PBZ-24-01055_1,2633011.0
PBZ-24-01063_1,1156358.0
PBZ-24-01071_1,1685.76
PBZ-24-01072_1,1282.0
PBZ-24-01078_1,13115.2
PBZ-24-01079_1,14735.7
PBZ-24-01080_1,14421.0
PBZ-24-01097_1,2715433.0
PBZ-24-01098_1,10416715.0
PBZ-24-01100_1,9866122.0
PBZ-24-01101_1,3433768.0
PBZ-24-01116_1,1177569.0
PBZ-24-01057_1,6984.62
PBZ-24-01016_1,786049.87
PBZ-24-01048_1,1878.4
PBZ-24-01288_1,40998.58
SZPBZ24+00012_1,63150.75
SZPBZ24+00078_1,21315.1
SZPBZ24+00140_1,717268.42
SZPBZ24+00175_1,15929478.0
SZPBZ24+00224_1,2450.0
SZPBZ24+00319_1,4231656.0
SZPBZ24+00359_1,5432986.0
SZPBZ24+00390_1,55194.25
SZPBZ24+00431_1,206564.4
SZPBZ24+00492_1,1685.76
PBZ-24-01014_1,864008.82
PBZ-24-01062_1,18189.2
PBZ-24-01064_1,4274.82
PBZ-24-01065_1,4865.9
PBZ-24-01067_1,5665.44
PBZ-24-01075_1,10631.4
PBZ-24-01076_1,11730.0
PBZ-24-01103_1,3032164.0
PBZ-24-01104_1,3204657.0
PBZ-24-01105_1,2678811.0
PBZ-24-01108_1,9779356.0
PBZ-24-01118_1,11373.87
PBZ-24-01143_1,728578.7
PBZ-24-01061_1,16982460.0
PBZ-24-01102_1,2641752.0
PBZ-24-01054_1,89580.8
PBZ-24-01056_1,36698.7
PBZ-24-01058_1,18461.1
PBZ-24-01038_1,3012316.0
PBZ-24-01292_1,41246.88
PBZ-24-01297_1,33518.47
SZPBZ24+00054_1,38667.16
SZPBZ24+00105_1,707527.36
SZPBZ24+00152_1,728578.7
SZPBZ24+00179_1,92305.5
SZPBZ24+00212_1,19913952.0
SZPBZ24+00216_1,36348.8
SZPBZ24+00301_1,10516240.0
SZPBZ24+00326_1,2523352.0
SZPBZ24+00327_1,4766988.0
SZPBZ24+00334_1,4274.82
SZPBZ24+00426_1,13115.2
SZPBZ24+00432_1,11750.0
SZPBZ24+00505_1,44665.6
PBZ-24-01011_1,4894.56
PBZ-24-01012_1,4930.2
PBZ-24-01045_1,7835991.0
PBZ-24-01052_1,8828447.0
PBZ-24-01059_1,6568135.0
PBZ-24-01068_1,23696.64
PBZ-24-01069_1,9934.88
PBZ-24-01074_1,37728.9
PBZ-24-01077_1,4890.62
PBZ-24-01081_1,4385.52
PBZ-24-01082_1,4570.8
PBZ-24-01083_1,6431.48
PBZ-24-01106_1,2242744.0
PBZ-24-01111_1,2247087.0
PBZ-24-01119_1,5301107.0
PBZ-24-01121_1,3329474.0
PBZ-24-01123_1,2899882.0
PBZ-24-01120_1,2939745.0
PBZ-24-01001_1,18293.8
PBZ-24-01010_1,218399.94
PBZ-24-01013_1,4918.32
PBZ-24-01041_1,5997351.0
PBZ-24-01268_1,719131.92
SZPBZ24+00130_1,719135.53
SZPBZ24+00160_1,4385.52
SZPBZ24+00203_1,109091.2
SZPBZ24+00281_1,14185.5
SZPBZ24+00291_1,23440642.0
SZPBZ24+00443_1,4631480.0
SZPBZ24+00453_1,4473756.0
PBZ-24-01017_1,2411.42
PBZ-24-01018_1,4922.28
PBZ-24-01019_1,4872.56
PBZ-24-01021_1,4876.48
PBZ-24-01049_1,19613194.0
PBZ-24-01066_1,13872.3
PBZ-24-01084_1,23862.3
PBZ-24-01087_1,18270.0
PBZ-24-01089_1,4787.1
PBZ-24-01090_1,4302.0
PBZ-24-01091_1,19297.2
PBZ-24-01092_1,19938.6
PBZ-24-01095_1,137042.1
PBZ-24-01107_1,5893946.0
PBZ-24-01109_1,6388532.0
PBZ-24-01115_1,8227085.0
PBZ-24-01117_1,13106126.0
PBZ-24-01122_1,5500611.0
PBZ-24-01124_1,2912466.0
PBZ-24-01125_1,9850209.0
PBZ-24-01127_1,9340990.0
PBZ-24-01128_1,2691079.0
PBZ-24-01129_1,2668163.0
PBZ-24-01130_1,809244.0
PBZ-24-01132_1,2304415.0
PBZ-24-01126_1,8498007.0
PBZ-24-01020_1,4872.56
PBZ-24-01044_1,14553.0
PBZ-24-01046_1,48212.08
PBZ-24-01047_1,38726.26
PBZ-24-01051_1,12781.44
PBZ-24-01244_1,10396.5
PBZ-24-01050_1,29160.86
PBZ-24-01272_1,1029904.51
SZPBZ24+00011_1,31524.45
SZPBZ24+00071_1,67204.58
SZPBZ24+00079_1,2293280.0
SZPBZ24+00118_1,774915.57
SZPBZ24+00180_1,54600.0
SZPBZ24+00262_1,344813.0
SZPBZ24+00269_1,67467.12
SZPBZ24+00305_1,199718.64
SZPBZ24+00306_1,136635.84
SZPBZ24+00325_1,5030340.0
SZPBZ24+00337_1,23682780.0
SZPBZ24+00382_1,637200.0
SZPBZ24+00480_1,14304942.0
SZPBZ24+00484_1,19136.04
SZPBZ24+00487_1,7580650.0
SZPBZ24+00498_1,15804323.0
PBZ-24-01023_1,4649.12
PBZ-24-01027_1,4715.76
PBZ-24-01043_1,39663929.0
PBZ-24-01070_1,13328.64
PBZ-24-01073_1,12838.0
PBZ-24-01085_1,45903.2
PBZ-24-01088_1,14621.34
PBZ-24-01093_1,4474.8
PBZ-24-01094_1,18122.6
PBZ-24-01096_1,19502323.0
PBZ-24-01099_1,3267057.0
PBZ-24-01113_1,11814048.0
PBZ-24-01131_1,4383.41
PBZ-24-01133_1,2475052.0
PBZ-24-01134_1,3146552.0
PBZ-24-01135_1,2549597.0
PBZ-24-01137_1,2647302.0
PBZ-24-01142_1,707527.36
PBZ-24-01144_1,717268.42
PBZ-24-01112_1,3929596.0
PBZ-24-01136_1,2666289.0
PBZ-24-01039_1,52010.4
PBZ-24-01040_1,66150.36
PBZ-24-01053_1,9718.8
PBZ-24-01060_1,11449.88
PBZ-24-01248_1,52945.2
PBZ-24-01034_1,14800.0
PBZ-24-01037_1,33758.28
PBZ-24-01042_1,9466453.0
PBZ-24-01139_1,2286.2
PBZ-24-01140_1,278206.0
PBZ-24-01086_1,408.48
PBZ-24-01269_1,777504.05
PBZ-24-01296_1,33834.57
PBZ-24-01298_1,33835.94
SZPBZ24+00081_1,4474.8
SZPBZ24+00131_1,808449.32
SZPBZ24+00132_1,777507.95
SZPBZ24+00206_1,73975.6
SZPBZ24+00274_1,15208.48
SZPBZ24+00307_1,51429.12
SZPBZ24+00335_1,23986.48
SZPBZ24+00449_1,4957100.0
SZPBZ24+00496_1,34192248.0
SZPBC24+00001_1,-11436.6
PBZ-24-01110_1,11997944.0
PBZ-24-01114_1,5307667.0
SZPBZ24+00097_1,896962.02
PBZ-24-01141_1,774915.57
PBZ-24-01295_1,56709.85
SZPBZ24+00102_1,839743.54
PBZ-24-01035_1,5009.6
PBZ-24-01138_1,4942.08
PBZ-24-01036_1,13017.92
PBZ-24-01152_1,917842.03
PBZ-24-01169_1,1120352.0
PBZ-24-01170_1,3321831.0
PBZ-24-01171_1,2596397.0
PBZ-24-01174_1,1081585.0
PBZ-24-01175_1,2672992.0
PBZ-24-01179_1,9356903.0
PBZ-24-01184_1,1698917.0
PBZ-24-01218_1,9920.92
PBZ-24-01221_1,11485.6
PBZ-24-01222_1,19488.6
PBZ-24-01224_1,4937.4
PBZ-24-01225_1,5634.36
PBZ-24-01229_1,1607.68
PBZ-24-01245_1,12956.1
PBZ-24-01253_1,3543.0
PBZ-24-01176_1,9372822.0
PBZ-24-01277_1,808445.36
PBZ-24-01280_1,763243.73
PBZ-24-01278_1,488.0
SZPBZ24+00002_1,12956.1
SIPBZ24+00073_1,44043.9
SZPBZ24+00145_1,803084.12
SZPBZ24+00197_1,7378675.0
SZPBZ24+00200_1,7367640.0
SZPBZ24+00273_1,5009.6
SZPBZ24+00332_1,28336.08
SZPBZ24+00424_1,25587720.0
SZPBZ24+00474_1,6216547.0
SZPBZ24+00488_1,21331.96
SZPBZ24+00493_1,1607.68
MISC09-24-000032_1,20187.0
MISC09-24-000033_1,20187.0
MISC09-24-000033_2,-20187.0
SZPBC24+00005_1,-44043.9
SIPBZ24+01062_1,46150.58
SCPBZ24+00041_1,-1258.1
SCPBZ24+00085_1,-248.0
PBZ-24-01147_1,5017.32
PBZ-24-01148_1,4953.96
PBZ-24-01151_1,4938.12
PBZ-24-01153_1,896962.02
PBZ-24-01154_1,785569.01
PBZ-24-01155_1,839743.54
PBZ-24-01156_1,803084.12
PBZ-24-01173_1,5821503.0
PBZ-24-01188_1,9755315.0
PBZ-24-01189_1,1321176.0
PBZ-24-01190_1,3271495.0
PBZ-24-01192_1,1217981.0
PBZ-24-01194_1,2745151.0
PBZ-24-01195_1,4732445.0
PBZ-24-01196_1,6119599.0
PBZ-24-01220_1,3745.6
PBZ-24-01231_1,6395.76
PBZ-24-01232_1,9047.52
PBZ-24-01233_1,18669.7
PBZ-24-01234_1,14716.8
PBZ-24-01237_1,4478.4
PBZ-24-01239_1,11614.88
PBZ-24-01241_1,5250.0
PBZ-24-01242_1,17617.0
PBZ-24-01262_1,4774717.0
PBZ-24-01263_1,508000.0
PBZ-24-01299_1,23495.6
PBZ-24-01300_1,37219.55
PBZ-24-01301_1,35267.09
PBZ-24-01302_1,41264.99
SZPBZ24+00010_1,14718310.0
SZPBZ24+00028_1,4043116.0
SZPBZ24+00167_1,9271.68
SZPBZ24+00218_1,15375000.0
SZPBZ24+00226_1,16104.2
SZPBZ24+00015_1,4818582.0
SZPBZ24+00271_1,10363320.0
SZPBZ24+00294_1,13312.8
SZPBZ24+00318_1,4262452.0
SZPBZ24+00346_1,69785.46
SZPBZ24+00360_1,4151376.0
SZPBZ24+00457_1,5225.0
SZPBZ24+00497_1,3791020.0
PBZ-24-01149_1,4953.96
PBZ-24-01150_1,18594.52
PBZ-24-01168_1,5227282.0
PBZ-24-01172_1,2144723.0
PBZ-24-01181_1,13407649.0
PBZ-24-01183_1,4047477.0
PBZ-24-01186_1,11425771.0
PBZ-24-01191_1,9165.59
PBZ-24-01193_1,5919320.0
PBZ-24-01198_1,1231900.0
PBZ-24-01199_1,9787382.0
PBZ-24-01200_1,2594362.0
PBZ-24-01202_1,2645232.0
PBZ-24-01203_1,3411474.0
PBZ-24-01204_1,3489350.0
PBZ-24-01223_1,13100.78
PBZ-24-01227_1,10851.84
PBZ-24-01230_1,12670.0
PBZ-24-01235_1,23297.22
PBZ-24-01238_1,9068.4
PBZ-24-01240_1,1780.8
PBZ-24-01246_1,20488.5
PBZ-24-01249_1,56406.9
PBZ-24-01250_1,5583.6
PBZ-24-01251_1,19546.8
PBZ-24-01252_1,18293.8
PBZ-24-01197_1,1558.14
PBZ-24-01166_1,2993861.0
PBZ-24-01270_1,719572.17
SZPBZ24+00053_1,136264.9
SZPBZ24+00080_1,5583.6
SZPBZ24+00133_1,719575.78
SZPBZ24+00137_1,172139.44
SZPBZ24+00161_1,970000.0
SZPBZ24+00188_1,7706600.0
SZPBZ24+00304_1,171885780.0
SZPBZ24+00315_1,36978776.0
SZPBZ24+00336_1,26341.2
SZPBZ24+00340_1,24678.72
SZPBZ24+00347_1,2747520.0
SZPBZ24+00439_1,1225.8
SZPBZ24+00482_1,18594.52
SZPBZ24+00485_1,73414.68
SZPBZ24+00486_1,36514.6
SZPBZ24+00494_1,14736470.0
SZPBZ24+00495_1,48729.6
MISC09-24-000034_1,22500.0
SZPBZ24+00509_1,5401.2
SZPBZ24+00508_1,6298.0
SIPBZ24+01061_1,3.61
PBZ-24-01157_1,4946.04
PBZ-24-01160_1,172145.21
PBZ-24-01167_1,37133898.0
PBZ-24-01177_1,34025911.0
PBZ-24-01178_1,12323826.0
PBZ-24-01180_1,5237607.0
PBZ-24-01182_1,2232406.0
PBZ-24-01185_1,3208706.0
PBZ-24-01187_1,6176328.0
PBZ-24-01201_1,7561301.0
PBZ-24-01205_1,4245529.0
PBZ-24-01206_1,3276524.0
PBZ-24-01207_1,2539517.0
PBZ-24-01208_1,1623784.0
PBZ-24-01210_1,3068698.0
PBZ-24-01211_1,2732024.0
PBZ-24-01212_1,3420781.0
PBZ-24-01213_1,2719451.0
PBZ-24-01215_1,46526.58
PBZ-24-01216_1,60492.9
PBZ-24-01217_1,63538.2
PBZ-24-01219_1,18622.5
PBZ-24-01226_1,8014.08
PBZ-24-01228_1,11720.48
PBZ-24-01236_1,14881.38
PBZ-24-01243_1,31369.8
PBZ-24-01247_1,30627.3
PBZ-24-01254_1,28470.44
PBZ-24-01256_1,4570.24
PBZ-24-01257_1,18222.7
PBZ-24-01258_1,5839.5
PBZ-24-01259_1,1274.0
PBZ-24-01260_1,16321.5
PBZ-24-01261_1,13784.32
PBZ-24-01264_1,1700.62
PBZ-24-01265_1,133814.36
PBZ-24-01209_1,2202.18
PBZ-24-01214_1,2167.89
PBZ-24-01165_1,34205.21
PBZ-24-01271_1,4556595.0
PBZ-24-01305_1,6533.65
PBZ-24-01306_1,8331.93
PBZ-24-01279_1,-5.76
PBZ-24-01312_1,4024000.0
SZPBZ24+00067_1,74296.8
SZPBZ24+00085_1,4570.24
SZPBZ24+00091_1,1029904.51
SZPBZ24+00136_1,133814.36
SZPBZ24+00182_1,98361.0
SZPBZ24+00242_1,36462.08
SZPBZ24+00260_1,40275.2
SZPBZ24+00272_1,2579940.0
SZPBZ24+00287_1,24909210.0
SZPBZ24+00302_1,27733860.0
SZPBZ24+00328_1,5397283.0
SZPBZ24+00348_1,2141300.0
SZPBZ24+00354_1,785569.01
SZPBZ24+00423_1,12681660.0
SZPBZ24+00464_1,31369.8
SZPBZ24+00467_1,795658.04
SZPBZ24+00468_1,804403.99
SZPBZ24+00470_1,807032.49
SZPBZ24+00473_1,4512.64
SZPBZ24+00499_1,10272.0
SZPBC24+00010_1,-807032.49
MISC03-24-000033_1,-600.0
SZPBZ24+00515_1,2080210.0
SIPBZ24+00015_1,4926.24
SIPBZ24+00016_1,4926.24
SIPBZ24+00026_1,1633538.0
SIPBZ24+00029_1,1098974.0
SIPBZ24+00030_1,2394344.0
SIPBZ24+00037_1,2650274.0
SIPBZ24+00028_1,3545586.0
SIPBZ24+00032_1,875690.0
SIPBZ24+00033_1,2296828.0
SIPBZ24+00035_1,2057613.0
SIPBZ24+00046_1,6411.75
SIPBZ24+00047_1,5229.0
SIPBZ24+00048_1,6345.36
SIPBZ24+00049_1,4018.56
SIPBZ24+00051_1,1235.52
SIPBZ24+00052_1,18544.4
SIPBZ24+00053_1,4494.48
SIPBZ24+00054_1,4858.02
SIPBZ24+00055_1,4960.46
SIPBZ24+00050_1,13746.0
SIPBZ24+00056_1,4551.3
SIPBZ24+00057_1,3561.6
SIPBZ24+00058_1,1862.4
SIPBZ24+00059_1,34427.4
SIPBZ24+00060_1,9902.1
SIPBZ24+00061_1,19285.5
SIPBZ24+00062_1,19474.32
SIPBZ24+00038_1,1098494.0
SIPBZ24+00031_1,2989649.0
SIPBZ24+00034_1,2818867.0
SCPBZ24+00001_1,-28470.44
SCPBZ24+00002_1,-24167.96
SIPBZ24+00108_1,28470.44
SIPBZ24+00109_1,24167.96
SIPBZ24+00165_1,577.3
SIPBZ24+00166_1,5756.72
SIPBZ24+00167_1,1171324.0
SIPBZ24+00168_1,9869119.0
SIPBZ24+00185_1,2658110.0
SIPBZ24+00186_1,9469069.0
SIPBZ24+00187_1,3122715.0
SIPBZ24+00292_1,3050.46
SCPBZ24+00004_1,-56059.74
